customerid,loannumber,loanamount,totaldue,termdays,good_bad_flag,interest,interest_rate,age,longitude_gps,latitude_gps,loanamount_mean,totaldue_mean,termdays_mean,interest_mean,interest_rate_mean,diff_firstrepaiddate_firstduedate_mean,diff_closeddate_creationdate_mean,repaid_dayofweek_mean,due_dayofweek_mean,bank_account_type_Current,bank_account_type_Other,bank_account_type_Savings,bank_name_clients_Access Bank,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank,employment_status_clients_Contract,employment_status_clients_Permanent,employment_status_clients_Retired,employment_status_clients_Self-Employed,employment_status_clients_Student,employment_status_clients_Unemployed,employment_status_clients_non-defined
8a858ea555d9e6020155f489c9b237f8,3,10000.0,13000.0,30,1,3000.0,30.0,36,3.8701434999999997,7.3979258,10000.0,12250.0,0.06,2250.0,22.5,0.0,22.5,0.5,0.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858eb05d2d1297015d313b03581809,2,10000.0,13000.0,30,1,3000.0,30.0,30,3.9809867,7.4239296,10000.0,13000.0,0.08,3000.0,30.0,-26.0,5.0,3.0,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858eb85c1be44c015c1c4b667d25ee,3,10000.0,13000.0,30,1,3000.0,30.0,31,3.3576300000000003,6.668355,10000.0,12250.0,0.06,2250.0,22.5,-11.0,12.0,1.5,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858ec75bfd77c4015c0d841520351c,4,20000.0,24500.0,30,1,4500.0,22.5,26,6.8004083,6.1594432999999995,10000.0,11500.0,0.04,1500.0,15.0,-3.3333333333333335,13.0,2.6666666666666665,1.3333333333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
8a858ed35cc5ce51015cc60f40f522b4,2,10000.0,11500.0,15,1,1500.0,15.0,34,3.2205031,6.5319046,10000.0,11500.0,0.04,1500.0,15.0,-6.0,10.0,4.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858edb5ad79cc6015ad7c9b29415c8,5,20000.0,22250.0,15,1,2250.0,11.25,32,3.479829,6.4489694,12500.0,15500.0,0.07,3000.0,24.375,-4.75,22.25,2.75,2.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858eec5ca21dcb015ca2493dee1e2d,2,10000.0,13000.0,30,1,3000.0,30.0,27,3.259777,6.5532982,10000.0,13000.0,0.08,3000.0,30.0,-24.0,7.0,4.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8a858ef75997d0180159a695b01e2c4c,5,20000.0,24500.0,30,1,4500.0,22.5,42,7.440147099999999,8.9494179,12500.0,15875.0,0.08,3375.0,28.125,0.0,30.5,2.5,2.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8a858f03582604ff0158260fcc730548,10,20000.0,24500.0,30,1,4500.0,22.5,33,3.4085367999999994,6.4281638,13333.333333333334,16211.111111111111,0.06666666666666667,2877.777777777778,22.72222222222222,-0.8888888888888888,24.88888888888889,2.7777777777777777,1.3333333333333333,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f085b905684015b906e73a01478,4,20000.0,24500.0,30,1,4500.0,22.5,36,3.2934205000000003,6.640063900000001,10000.0,13000.0,0.08,3000.0,30.0,0.0,30.0,3.3333333333333335,3.3333333333333335,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f2656e154de0156e3a87cdc45fb,5,20000.0,22250.0,15,1,2250.0,11.25,25,5.6140915,6.3906691,15000.0,18750.0,0.08,3750.0,26.25,-3.0,28.25,1.5,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8a858f2e5c699f3a015c6cf27a036477,2,10000.0,13000.0,30,1,3000.0,30.0,30,3.3594053999999995,6.605608999999999,10000.0,13000.0,0.08,3000.0,30.0,-6.0,24.0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8a858f335cd0c78e015cd435d7192800,2,10000.0,11500.0,15,1,1500.0,15.0,37,2.957738,6.534212200000001,10000.0,11500.0,0.04,1500.0,15.0,-1.0,14.0,1.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f4655ca643c0155cbc4e13945cc,15,40000.0,44000.0,30,1,4000.0,10.0,30,12.4805166,9.2099548,29285.714285714286,33485.71428571428,0.07999999999999999,4200.0,16.643571428571427,-5.5,25.357142857142858,2.357142857142857,1.3571428571428572,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f5e599783c0015997c56ef70ffa,3,10000.0,11500.0,15,1,1500.0,15.0,42,3.30555,6.5103567,10000.0,11500.0,0.04,1500.0,15.0,-2.0,14.0,3.5,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8a858f60560bc43d01561d94abd91c48,4,10000.0,11500.0,15,1,1500.0,15.0,32,3.9036072999999996,7.3393735,10000.0,13000.0,0.08,3000.0,30.0,-12.666666666666666,17.333333333333332,2.0,3.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f785cea234f015cea434e0a09e6,2,10000.0,13000.0,30,1,3000.0,30.0,32,3.6595105,6.6681408,10000.0,11500.0,0.04,1500.0,15.0,0.0,15.0,2.0,2.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f7e564ad338015654d3a5c242a5,8,30000.0,34500.0,30,1,4500.0,15.0,30,8.6713276,9.0830135,14285.714285714286,17928.571428571428,0.08,3642.8571428571427,26.785714285714285,-7.714285714285714,23.142857142857142,2.2857142857142856,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f9158aff6a30158b5f2ff887585,9,20000.0,22250.0,15,1,2250.0,11.25,44,3.5579715,6.4634231,17500.0,20706.25,0.07,3206.25,19.78125,-1.875,24.75,2.125,2.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f995a4762a5015a4c25b0ea01c3,6,20000.0,24500.0,30,1,4500.0,22.5,56,5.326978400000001,7.799699,14000.0,17460.0,0.08,3460.0,26.3,-9.2,22.0,2.4,0.4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858fa45bd95e9a015be131cdec35a8,3,10000.0,13000.0,30,1,3000.0,30.0,32,3.5159825,6.7062641,10000.0,12250.0,0.06,2250.0,22.5,-0.5,23.5,1.5,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
8a858fae5b49223f015b499e1cf9485b,4,10000.0,13000.0,30,0,3000.0,30.0,34,3.2643932,6.566791800000001,10000.0,12000.0,0.05333333333333334,2000.0,20.0,2.6666666666666665,24.666666666666668,2.0,1.6666666666666667,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8a858fb15b34a708015b350c4a1a58d2,4,20000.0,24500.0,30,1,4500.0,22.5,32,3.9074055,6.8171079,10000.0,13000.0,0.08,3000.0,30.0,-6.333333333333333,24.666666666666668,1.3333333333333333,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8a858fba5cd5feee015cda4f0fa423b4,2,10000.0,11500.0,15,1,1500.0,15.0,33,3.3229955,6.653875599999999,10000.0,11500.0,0.04,1500.0,15.0,-2.0,14.0,5.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8a858fcb5ca240f7015ca64a71fa1951,2,10000.0,13000.0,30,1,3000.0,30.0,34,3.8710285000000004,7.307713000000001,10000.0,13000.0,0.08,3000.0,30.0,-25.0,8.0,3.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858fd95c3b5bca015c3fcc0b374c3e,2,10000.0,13000.0,30,1,3000.0,30.0,31,7.4847391000000005,8.9966162,10000.0,11500.0,0.04,1500.0,15.0,-2.0,14.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8a85882953bc04f80153c205b75d7403,8,40000.0,48000.0,60,1,8000.0,20.0,42,3.3427681000000002,6.5094142,17142.85714285714,20800.0,0.07999999999999999,3657.1428571428573,18.810000000000002,-9.285714285714286,18.571428571428573,2.5714285714285716,0.8571428571428571,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8a8588dc536a14130153753dc8d32698,17,40000.0,44000.0,30,1,4000.0,10.0,48,3.4339027,6.8257862000000005,27500.0,31459.375,0.0775,3959.375,17.500625,-3.3125,27.0,1.875,1.25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8a8588fd53c244bc0153c8305ea7338f,4,20000.0,22250.0,15,0,2250.0,11.25,25,-2.9799497,56.464013,10000.0,12000.0,0.05333333333333334,2000.0,20.0,-6.0,16.666666666666668,3.3333333333333335,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8a85895054a061920154a909b1a76c1d,12,30000.0,34500.0,30,1,4500.0,15.0,48,7.494101299999999,8.9654194,20000.0,23156.81818181818,0.06545454545454546,3156.818181818182,15.659999999999998,-0.8181818181818182,25.0,2.5454545454545454,0.8181818181818182,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858e02578f616401579484a4963345,12,30000.0,34500.0,30,0,4500.0,15.0,39,8.3232966,4.9612435,19090.909090909092,22236.363636363636,0.06545454545454545,3145.4545454545455,16.424545454545456,-0.8181818181818182,24.363636363636363,2.272727272727273,2.4545454545454546,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8a858e1556321b940156548b9ca970a6,12,40000.0,48000.0,60,1,8000.0,20.0,30,3.1696445,6.6879675,20909.090909090908,23900.0,0.06181818181818182,2990.909090909091,13.803636363636365,-6.0,15.636363636363637,3.0,0.7272727272727273,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858e205af28299015af50a799745c5,7,30000.0,39000.0,60,1,9000.0,30.0,35,3.9628733,7.3864282999999995,15000.0,18383.333333333332,0.07333333333333335,3383.3333333333335,23.166666666666668,-7.333333333333333,20.5,2.5,2.8333333333333335,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8a858e3e5b3ee747015b3f0409012b7f,5,30000.0,39000.0,60,1,9000.0,30.0,33,6.785373,6.1538848,15000.0,18750.0,0.08,3750.0,26.25,-8.75,21.75,1.5,1.5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858e625c8d993a015c95e7ced318df,2,10000.0,13000.0,30,1,3000.0,30.0,30,3.8485123999999997,7.3684474,10000.0,13000.0,0.08,3000.0,30.0,0.0,30.0,4.0,4.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858e6e55c554c20155c6d8e2925c62,8,10000.0,13000.0,30,1,3000.0,30.0,30,3.3562934,6.5295153,14285.714285714286,17500.0,0.07428571428571429,3214.285714285714,24.107142857142858,15.428571428571429,43.57142857142857,2.5714285714285716,2.142857142857143,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8a858e785acd3412015acd7bdec42d4f,6,30000.0,34500.0,30,1,4500.0,15.0,26,3.4575733,6.817006699999999,14000.0,16550.0,0.05600000000000001,2550.0,18.75,-3.6,17.4,2.8,2.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858e875c63d395015c74bdfd343206,2,10000.0,13000.0,30,1,3000.0,30.0,22,3.1941287999999997,6.5054402,10000.0,11500.0,0.04,1500.0,15.0,-4.0,11.0,4.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8a858e985885ff6d01589211d7c01088,6,20000.0,24500.0,30,1,4500.0,22.5,40,3.3704039,6.5613766,14000.0,16150.0,0.048,2150.0,15.25,-3.8,15.4,1.6,1.2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858ea15ca2565c015ca6ed24977b5e,2,10000.0,13000.0,30,1,3000.0,30.0,31,3.5754167999999997,6.8846432,10000.0,13000.0,0.08,3000.0,30.0,-5.0,28.0,2.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
8a858eaa55a0b8ae0155bab849c616a1,2,10000.0,13000.0,30,1,3000.0,30.0,31,6.5298068,9.6558677,10000.0,11500.0,0.04,1500.0,15.0,-6.0,11.0,1.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858eb4596ff919015974a667560a89,8,30000.0,34500.0,30,1,4500.0,15.0,37,3.0422946,7.0111402,17142.85714285714,20371.428571428572,0.06857142857142857,3228.5714285714284,19.357142857142858,-2.4285714285714284,23.714285714285715,2.7142857142857144,1.1428571428571428,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858eda552adcc20155307212b55ac2,11,30000.0,34500.0,30,1,4500.0,15.0,38,3.3296052000000005,6.6641726,18000.0,21760.0,0.07599999999999998,3760.0,21.8,-1.0,28.6,2.4,1.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8a858ee454da1cbd0154e2796fba7142,12,30000.0,34500.0,30,0,4500.0,15.0,36,8.3422141,4.9916379,20000.0,24036.363636363636,0.07999999999999999,4036.3636363636365,21.545454545454547,6.0,36.63636363636363,1.5454545454545454,1.9090909090909092,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
8a858ee65a8401a1015a8447d2ac1cf2,6,20000.0,24500.0,30,1,4500.0,22.5,42,3.3189105000000003,6.475366,14000.0,17600.0,0.08,3600.0,27.0,-3.8,26.6,3.0,2.6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858eef5554890501555868a7475f44,8,15000.0,16687.5,15,1,1687.5,11.25,44,3.0761816000000004,6.5206408,11428.57142857143,13189.285714285714,0.04571428571428571,1760.7142857142858,16.0,1.7142857142857142,20.285714285714285,3.0,1.2857142857142858,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8a858f0656b7820c0156c3e3a61c1d33,15,50000.0,52500.0,30,1,2500.0,5.0,37,3.4569748999999996,6.4445182999999995,30000.0,33742.857142857145,0.06857142857142856,3742.8571428571427,12.822142857142856,-5.642857142857143,21.142857142857142,1.7142857142857142,1.8571428571428572,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f1f587161850158742ebbce53d8,9,30000.0,34500.0,30,1,4500.0,15.0,32,7.4031311,9.0338175,17500.0,20987.5,0.08,3487.5,22.125,-10.75,20.0,2.625,1.125,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f275c451af5015c49a2c43b5fb2,2,10000.0,13000.0,30,1,3000.0,30.0,33,3.2987678999999996,6.681729300000001,10000.0,13000.0,0.08,3000.0,30.0,-4.0,26.0,3.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8a858f305cb1ec4e015cb215f0500a8d,2,10000.0,13000.0,30,1,3000.0,30.0,26,7.428139999999999,10.515526699999999,10000.0,13000.0,0.08,3000.0,30.0,-2.0,29.0,5.0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f375cef1cbc015ceff67d505f59,2,10000.0,13000.0,30,1,3000.0,30.0,31,3.5643464999999996,6.4670586,10000.0,13000.0,0.08,3000.0,30.0,-4.0,26.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
8a858f425b85835d015b85bfe40538db,2,10000.0,13000.0,30,1,3000.0,30.0,34,3.9192158999999998,6.834497,10000.0,13000.0,0.08,3000.0,30.0,-6.0,24.0,3.0,2.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f495c5973ce015c59c5f099417c,3,10000.0,13000.0,30,1,3000.0,30.0,35,3.3329004999999996,6.5848311,10000.0,13000.0,0.08,3000.0,30.0,-3.5,27.0,5.0,1.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f54589736f401589857085e3b5b,9,40000.0,44000.0,30,1,4000.0,10.0,26,4.5164514,7.5221913,18750.0,22525.0,0.08499999999999999,3775.0,21.208750000000002,-4.625,26.875,4.125,0.875,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8a858f585bfd6341015c03694f85158f,4,10000.0,11500.0,15,1,1500.0,15.0,33,7.9308565,5.0315413,10000.0,11500.0,0.04,1500.0,15.0,-0.6666666666666666,16.333333333333332,0.3333333333333333,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8a858f5e5cf45779015cf47ed8db1872,2,10000.0,13000.0,30,1,3000.0,30.0,27,7.373978299999999,8.9866,10000.0,13000.0,0.08,3000.0,30.0,-2.0,30.0,5.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
